Tag MAC,Frequency,Polynomial,Inverse,Required Power @15mV (dBm),Required Power @40mV (dBm)
58_E6_C5_00_F6_64,935,"[0.21690265813514475, 3.119761116487369, -41.22260208134421]","[-0.0018981206531156294, 0.1125352620461047, 8.055614376386773]",-31.18346893401275,-26.7626045456421
58_E6_C5_00_F6_64,945,"[0.21567806451007998, 3.199772120714156, -41.10548256956536]","[-0.0018474834302827296, 0.11358150114472249, 7.964625630077219]",-30.858656207449304,-26.366998148129383
58_E6_C5_00_F6_64,955,"[0.21766380751436945, 3.24694836331639, -40.95556270922388]","[-0.0018294333327687168, 0.11319639964581778, 7.869384059366839]",-30.566418196247966,-26.016029159273394
58_E6_C5_00_F6_64,965,"[0.22091545862688194, 3.2749101086468513, -40.77693179730455]","[-0.0018310654030154706, 0.11217348090035179, 7.777190517570584]",-30.28821937412245,-25.690002818654598
58_E6_C5_00_F6_64,975,"[0.21665176148790874, 3.3556052889403705, -40.7064215855592]","[-0.0017708517806477098, 0.1142041549209358, 7.726940508187812]",-30.030450539155208,-25.37983748705406
58_E6_C5_00_F6_64,985,"[0.22589715214870232, 3.299751308181274, -40.36268028792297]","[-0.0018638206790812164, 0.11019577188095288, 7.631879843869596]",-29.770163221102386,-25.116325072032772
58_E6_C5_00_F6_64,995,"[0.2229392551711515, 3.3287801841869515, -40.14961613018713]","[-0.0018598566018664408, 0.11110229357843304, 7.595771163139859]",-29.50017925351039,-24.83642745406404
98_A3_16_8F_EA_5C,705,"[0.11801675644937698, 4.153554126867475, -36.3186272293622]","[-0.0010901578162633297, 0.15660832555410528, 7.137628641645319]",-24.205114021567507,-19.390714598284728
98_A3_16_8F_EA_5C,715,"[0.14314850126308726, 4.045542435058592, -36.87762202230737]","[-0.0012839029083167195, 0.1446532757243739, 7.100039723073733]",-24.872305345624987,-20.00616295003048
98_A3_16_8F_EA_5C,725,"[0.16495551042639867, 3.9624142063850623, -37.476421912044295]","[-0.0014162488094476332, 0.13497085492034963, 7.077335365749289]",-25.53629816734898,-20.614866745595634
98_A3_16_8F_EA_5C,735,"[0.18962770935923826, 3.847505368414596, -38.00743675802338]","[-0.0015606918564542078, 0.1249998328583834, 7.051649451279063]",-26.19755745870152,-21.23403131411455
98_A3_16_8F_EA_5C,745,"[0.2144641433304626, 3.7175882477354367, -38.497685723421796]","[-0.0016992015391652357, 0.1155087723734913, 7.032219738177323]",-26.857489628932196,-21.86555886502883
98_A3_16_8F_EA_5C,755,"[0.23175713127723896, 3.621024813832817, -39.014726285565494]","[-0.0017671149703931723, 0.10961444381990365, 7.055370045376162]",-27.509210069892763,-22.503490226207393
98_A3_16_8F_EA_5C,765,"[0.25772508145208617, 3.44130089281806, -39.35656579271594]","[-0.0019160762209397954, 0.10060061481881122, 7.050134152384616]",-28.14731408284925,-23.154942119324748
98_A3_16_8F_EA_5C,775,"[0.2809875028838842, 3.2563175887056017, -39.651613392206755]","[-0.002049352335846041, 0.09280066337610139, 7.064877592672277]",-28.772709953744652,-23.81581971463027
98_A3_16_8F_EA_5C,785,"[0.29742210133747016, 3.1095369701960154, -40.04286302656365]","[-0.0021145415657210266, 0.08803031655312107, 7.1211044754583845]",-29.44092515394946,-24.524886108255828
98_A3_16_8F_EA_5C,795,"[0.3270726966788192, 2.84502337250079, -40.19955423468451]","[-0.0022910552335582766, 0.07837291436244911, 7.128225943074853]",-30.096488758357395,-25.25385578320345
98_A3_16_8F_EA_5C,805,"[0.355709562907817, 2.5755909698007864, -40.32498163982425]","[-0.002452666285435161, 0.06932621420438027, 7.141873001100832]",-30.741543149496458,-25.983501188967118
98_A3_16_8F_EA_5C,815,"[0.3869269706699746, 2.271236151616023, -40.36661333388651]","[-0.0026210261744110193, 0.05991373953037078, 7.153154710356794]",-31.378448989881097,-26.723059889933396
98_A3_16_8F_EA_5C,825,"[0.41627296532833, 1.9773833839168835, -40.43692997356436]","[-0.0027465705962426814, 0.05203124777851563, 7.179143250902283]",-32.02932377111666,-27.478028612673846
98_A3_16_8F_EA_5C,835,"[0.45142524778143717, 1.6001732799930148, -40.25661624744725]","[-0.0029435231012187126, 0.04149854643515214, 7.1832470236370645]",-32.61272341774369,-28.21085114787961
98_A3_16_8F_EA_5C,845,"[0.4843799982933981, 1.2162572883117126, -39.98403108957634]","[-0.003142120540732921, 0.03123910665953643, 7.192461619472309]",-33.13812719267054,-28.90604310755161
98_A3_16_8F_EA_5C,855,"[0.4989923177814254, 0.9601332345419276, -39.814645060241105]","[-0.003264250807551894, 0.025741259721341957, 7.256163740140187]",-33.555177989227396,-29.482625854599334
98_A3_16_8F_EA_5C,865,"[0.4973727605929524, 0.8225391893199152, -39.680043606324396]","[-0.0033704702908914745, 0.02268796676676362, 7.343881533202489]",-33.805065197914935,-29.877630908641542
98_A3_16_8F_EA_5C,875,"[0.4604013150189375, 0.9933484782224554, -39.945063867836474]","[-0.0033131839679567377, 0.029477812062213476, 7.5287951864437215]",-33.878656753349055,-30.015657500126622
98_A3_16_8F_EA_5C,885,"[0.4017763380244353, 1.36831779185469, -40.377199953508594]","[-0.003160708804400623, 0.04285730219111103, 7.761468605027236]",-33.72528548677091,-29.862335804894578
98_A3_16_8F_EA_5C,895,"[0.3308730541220184, 1.9087203354332583, -41.037417081429204]","[-0.0028118625235033974, 0.06530361355708607, 8.041870313217938]",-33.44203717521447,-29.49391304200163
98_A3_16_8F_EA_5C,905,"[0.27227695026446996, 2.4015687598251207, -41.550544175939145]","[-0.0024244416442124723, 0.0877241623786481, 8.255580976734661]",-33.050222625689635,-28.986347625070785
98_A3_16_8F_EA_5C,915,"[0.23507906816401986, 2.7532111935352277, -41.78583623388818]","[-0.002129050367051926, 0.10346485005635984, 8.34212917306742]",-32.60604132379244,-28.430655650615314
98_A3_16_8F_EA_5C,925,"[0.2120292527589798, 3.008827732965206, -41.88224029676964]","[-0.0019040322087581366, 0.11409501138230267, 8.347045057947057]",-32.17925961423518,-27.89777912012666
98_A3_16_8F_EA_5C,935,"[0.2001019646708854, 3.182298195781061, -41.90283198862815]","[-0.0017591370762720321, 0.11976635665900509, 8.294861689049522]",-31.81755377966448,-27.440763713877452
98_A3_16_8F_EA_5C,945,"[0.19819760600120997, 3.2703242168892377, -41.792887930873015]","[-0.0017027731467308131, 0.12097287450800369, 8.19907146887264]",-31.483196520399837,-27.03201646756329
98_A3_16_8F_EA_5C,955,"[0.19522400179653573, 3.3669891478532366, -41.73756493383427]","[-0.001633774712319598, 0.12261085757505585, 8.115681411335776]",-31.187907070787162,-26.66057249810061
98_A3_16_8F_EA_5C,965,"[0.19598110317550899, 3.427664407762734, -41.63270089381709]","[-0.0016023664752331079, 0.12256222246959929, 8.022429728392389]",-30.913179150833788,-26.321582230340635
98_A3_16_8F_EA_5C,975,"[0.1963611217821613, 3.4759221889429655, -41.49079896558493]","[-0.0015809082615795716, 0.12259904690495421, 7.94239149784199]",-30.63780584848036,-25.996491935397145
98_A3_16_8F_EA_5C,985,"[0.1992725795690965, 3.4828772486896353, -41.27651125053126]","[-0.0015996229978729036, 0.12142662926246581, 7.867997504916796]",-30.383332202303414,-25.716929215988166
98_A3_16_8F_EA_5C,995,"[0.20111391999713266, 3.4770524228315502, -40.98861274913615]","[-0.0016314613740829914, 0.12050610568316289, 7.806492032720287]",-30.09770408562686,-25.425461144512063
58_E6_C5_01_AE_E0,705,"[0.16619739223204877, 3.7964425348895645, -35.70989486210947]","[-0.0016765797486231393, 0.13351003476563486, 6.924208209084047]",-24.21012335098984,-19.4436898660936
58_E6_C5_01_AE_E0,715,"[0.1765559453601971, 3.7788357100599694, -36.37792968098188]","[-0.0016888046023358174, 0.12915195709063712, 6.960307436837213]",-24.849873514231554,-20.035716692465073
58_E6_C5_01_AE_E0,725,"[0.19555267536192533, 3.7130067762925223, -36.99028022088229]","[-0.0017774704403436196, 0.12105141964010335, 6.949673598288999]",-25.50117891016683,-20.632397930299657
58_E6_C5_01_AE_E0,735,"[0.21708072986178742, 3.607371738583141, -37.490743294764094]","[-0.001897027138154218, 0.11236245719950304, 6.936424726590139]",-26.12983020880797,-21.22958578353149
58_E6_C5_01_AE_E0,745,"[0.23073553468811345, 3.5533284617493432, -38.083920309234344]","[-0.0019169584711325536, 0.10793190863271268, 6.966458858538675]",-26.76922112868833,-21.836309646570953
58_E6_C5_01_AE_E0,755,"[0.24759645266042268, 3.4527074086951473, -38.558940647247326]","[-0.0019852757409267218, 0.10214704650591534, 6.989496659439429]",-27.39307818254308,-22.4530683870033
58_E6_C5_01_AE_E0,765,"[0.26900497750109614, 3.3045239424055644, -38.93361831691045]","[-0.0020961496335504906, 0.09478638585690385, 6.999302602814815]",-28.012043932584515,-23.083053399487458
58_E6_C5_01_AE_E0,775,"[0.28681594333598925, 3.1584024207403436, -39.27624988167239]","[-0.00218684782348946, 0.08890093769649085, 7.0327174489990645]",-28.619762556261477,-23.722341019128912
58_E6_C5_01_AE_E0,785,"[0.3046763944343137, 2.99782142925997, -39.618916937150786]","[-0.0022726001963621566, 0.08327095461762415, 7.078687942309193]",-29.266310738840154,-24.414329983472523
58_E6_C5_01_AE_E0,795,"[0.33056968681824456, 2.762175320376792, -39.809249691736845]","[-0.0024294142189311948, 0.07451774549315371, 7.093749888024224]",-29.904895596924685,-25.121581264530835
58_E6_C5_01_AE_E0,805,"[0.35460740607996566, 2.5285286904915725, -39.980567903625015]","[-0.0025615225843369973, 0.06688971108547838, 7.121491840401601]",-30.532659134900186,-25.827692492515347
58_E6_C5_01_AE_E0,815,"[0.3798604657250571, 2.2782363938686667, -40.119508507661365]","[-0.00268535386283713, 0.05941474596856645, 7.150657895717356]",-31.16420962385827,-26.54629182337034
58_E6_C5_01_AE_E0,825,"[0.40953984212016414, 1.980194773972991, -40.154315750649516]","[-0.002836446448480024, 0.050557623835300804, 7.16563076279676]",-31.788473763505248,-27.276666717683984
58_E6_C5_01_AE_E0,835,"[0.44140190296274884, 1.6371073682227644, -40.04027933039471]","[-0.003014940632598769, 0.0408339885837413, 7.176451102830577]",-32.369873694615684,-27.994664820231833
58_E6_C5_01_AE_E0,845,"[0.4717986875414406, 1.2797607961494222, -39.812348126494115]","[-0.003209261028584171, 0.030857929906806487, 7.187396957256617]",-32.88673903638169,-28.671307717502096
58_E6_C5_01_AE_E0,855,"[0.48525124937045594, 1.0393236783126723, -39.67125911661635]","[-0.003329240281630463, 0.025507174411698495, 7.251004048376152]",-33.29811096680591,-29.234102055297853
58_E6_C5_01_AE_E0,865,"[0.4822919330555219, 0.9250690302886186, -39.60739537367165]","[-0.003412731127056743, 0.023298781534963516, 7.344513607744493]",-33.565356798830045,-29.631979814130716
58_E6_C5_01_AE_E0,875,"[0.44971252384793614, 1.0639774927512404, -39.82870707140853]","[-0.003364229315699672, 0.029408858094182685, 7.519133829845408]",-33.6494196736141,-29.78421005369011
58_E6_C5_01_AE_E0,885,"[0.3948397162164849, 1.4150101371594856, -40.257534438648506]","[-0.003192980139113593, 0.043112193909722915, 7.751763079291695]",-33.53004472181392,-29.664820238397894
58_E6_C5_01_AE_E0,895,"[0.3302176449109342, 1.9015626987886682, -40.8445310705239]","[-0.0028681422681090915, 0.0639836159952824, 8.014833922579857]",-33.2733408706372,-29.336349388045775
58_E6_C5_01_AE_E0,905,"[0.27604655677599554, 2.3559990915571145, -41.320606141583426]","[-0.0025000610396714797, 0.08513042705983799, 8.217370337665853]",-32.91604499600143,-28.87321443301088
58_E6_C5_01_AE_E0,915,"[0.2423548763470962, 2.6719139594742787, -41.50745920050137]","[-0.0022343311788734443, 0.09948554137202376, 8.295806822631748]",-32.49446388100179,-28.35316634092669
58_E6_C5_01_AE_E0,925,"[0.21991867793651926, 2.922389684477493, -41.629507645551094]","[-0.002007105732725165, 0.1101073849957534, 8.306238732738187]",-32.10274815490238,-27.856548040578502
58_E6_C5_01_AE_E0,935,"[0.21072360861570394, 3.069143238318616, -41.61475148999039]","[-0.0018876805271281086, 0.11467001306887234, 8.247818432281253]",-31.75800837924053,-27.425560670551178
58_E6_C5_01_AE_E0,945,"[0.20667140477630305, 3.1794059684233935, -41.58154013606157]","[-0.0018023093149387422, 0.11705236265799895, 8.167237235379119]",-31.45591699917408,-27.040745104549117
58_E6_C5_01_AE_E0,955,"[0.2062089300882756, 3.252684890627915, -41.48844042487182]","[-0.0017559317556519686, 0.1177322574494102, 8.076825051381048]",-31.167765862695468,-26.683621560505912
58_E6_C5_01_AE_E0,965,"[0.2092362875035115, 3.2925261432720263, -41.34625938506208]","[-0.0017453133029798733, 0.11683111123858178, 7.9767497642347855]",-30.895491476389076,-26.35327517240992
58_E6_C5_01_AE_E0,975,"[0.2070263567885481, 3.364131669557297, -41.257984117175596]","[-0.0016977250521256954, 0.11804313929624087, 7.909693341488382]",-30.629511454862065,-26.030928114885207
58_E6_C5_01_AE_E0,985,"[0.21402004545148456, 3.3337336820760046, -40.9584963093079]","[-0.00176006092466035, 0.11509664732164301, 7.817488579645525]",-30.361054456281234,-25.74840588070687
58_E6_C5_01_AE_E0,995,"[0.21742976319596208, 3.312181891342363, -40.622221234852994]","[-0.001815812723986007, 0.11332559709856337, 7.7469837599214255]",-30.058137425597025,-25.445233899326276
98_A3_16_8F_DB_94,705,"[0.15601008927402302, 3.897921816083038, -36.34793546080067]","[-0.0014906877763582963, 0.1388058941669306, 7.035249125979445]",-24.648061913719545,-19.84601273275783
98_A3_16_8F_DB_94,715,"[0.16147205906887602, 3.915697554658665, -37.11550162085445]","[-0.0014563528756320063, 0.13640181139478308, 7.0963202573653925]",-25.327434929818978,-20.473680770678254
98_A3_16_8F_DB_94,725,"[0.20342694983574267, 3.6880726264326023, -37.510534645763876]","[-0.001777978845485563, 0.11833901877873348, 6.990945451041926]",-26.03120999011613,-21.137479627080936
98_A3_16_8F_DB_94,735,"[0.21602428185403533, 3.6502693923175613, -38.187918238531445]","[-0.0017853044239141103, 0.11409794154716742, 7.027230935660016]",-26.718583652135564,-21.782892420420396
98_A3_16_8F_DB_94,745,"[0.2428372026069974, 3.4972993938418604, -38.66330570489458]","[-0.001925863304055176, 0.10436370187452677, 7.009825128987079]",-27.411588036930553,-22.457702060222417
98_A3_16_8F_DB_94,755,"[0.26540852208421345, 3.3487631830252584, -39.10050380008835]","[-0.002032515059950771, 0.09677416459669219, 7.020886526111977]",-28.085502066188216,-23.135685616644658
98_A3_16_8F_DB_94,765,"[0.2807518973724024, 3.2401809400377, -39.59133741745426]","[-0.0020675770922037612, 0.09259394253477564, 7.070720862514295]",-28.75786065513712,-23.818275971737688
98_A3_16_8F_DB_94,775,"[0.30879737072411684, 3.0048478911244416, -39.80538108427658]","[-0.0022395832130868943, 0.0830230912915133, 7.072736174109188]",-29.40352554697076,-24.51879680830092
98_A3_16_8F_DB_94,785,"[0.3321740269098617, 2.790383961092346, -40.086353791982546]","[-0.002353743334131111, 0.07594395598369881, 7.1105568899282785]",-30.09384379636346,-25.272795499773302
98_A3_16_8F_DB_94,795,"[0.3641826437115429, 2.487984322717515, -40.165178199741916]","[-0.002544706160281306, 0.06557718135812138, 7.115684378000967]",-30.756845265478553,-26.031567852415144
98_A3_16_8F_DB_94,805,"[0.3887245959911572, 2.2314815412061764, -40.298773509883965]","[-0.0026627772628061187, 0.0585310572493403, 7.156483241387156]",-31.40508369678097,-26.77740824877898
98_A3_16_8F_DB_94,815,"[0.42284208921294464, 1.8770321543906616, -40.198821395621806]","[-0.0028631510393805886, 0.04784622635484709, 7.159754232303371]",-32.014796454688664,-27.52071209176701
98_A3_16_8F_DB_94,825,"[0.4518279323417441, 1.5493390632590733, -40.10245796747806]","[-0.003020379165652597, 0.03920333523129366, 7.184595934578447]",-32.59327364694768,-28.23873450189079
98_A3_16_8F_DB_94,835,"[0.47493580169554256, 1.2407283405140779, -39.9238473976159]","[-0.0031758106823277558, 0.03150860621094734, 7.223439130876461]",-33.08093401759085,-28.884103691057067
98_A3_16_8F_DB_94,845,"[0.4872406305816339, 0.9960386900242316, -39.70814792523955]","[-0.0033252567198298628, 0.025378474052127533, 7.280673908131273]",-33.437628498153906,-29.40359280332625
98_A3_16_8F_DB_94,855,"[0.47262874497042395, 0.9673615655631969, -39.71072345868899]","[-0.003378584143386912, 0.025735654087225557, 7.405209855392293]",-33.62501991184215,-29.71079087115316
98_A3_16_8F_DB_94,865,"[0.4320068835144665, 1.1772146630408329, -39.98255551333383]","[-0.0033111190059675914, 0.03359375165316823, 7.592738733679628]",-33.62646112263527,-29.76127559719792
98_A3_16_8F_DB_94,875,"[0.36601735871815577, 1.6451542009351696, -40.58883543172512]","[-0.0030280117240277403, 0.052797797714737214, 7.867927598177916]",-33.44947382989742,-29.5393573110561
98_A3_16_8F_DB_94,885,"[0.30103371352292413, 2.1468826655385533, -41.111485118488595]","[-0.002672151186065523, 0.07526588627192901, 8.124529699006805]",-33.089977541605066,-29.095477675524396
98_A3_16_8F_DB_94,895,"[0.25073139624878016, 2.57565146246673, -41.458180735504236]","[-0.0023176486139751475, 0.09555693654550818, 8.293940791093556]",-32.6444395810381,-28.545002350900212
98_A3_16_8F_DB_94,905,"[0.22236659818291077, 2.8539638447234013, -41.507246804443305]","[-0.002079066826464579, 0.10820276677886739, 8.330199599983588]",-32.147836011914336,-27.953390987320894
98_A3_16_8F_DB_94,915,"[0.20754530748193817, 3.03989096160666, -41.41438604334296]","[-0.0019279294954732407, 0.11519842210630371, 8.281732199835092]",-31.660167751864677,-27.37635313314067
98_A3_16_8F_DB_94,925,"[0.1968140210416559, 3.200408047613786, -41.34186996482621]","[-0.0017931264296368373, 0.12053981135324136, 8.215599357409491]",-31.231661620579803,-26.85773841303829
98_A3_16_8F_DB_94,935,"[0.19239247439802182, 3.309528099192319, -41.26070644862546]","[-0.0017111210687853343, 0.1228824413127081, 8.129800230973686]",-30.887421097765397,-26.434211842795072
98_A3_16_8F_DB_94,945,"[0.19297619015797118, 3.3729607763199536, -41.13365659990626]","[-0.0016762560744517977, 0.12299325453277965, 8.031260034807119]",-30.58431167451812,-26.065223388920884
98_A3_16_8F_DB_94,955,"[0.19568221182021764, 3.4143211895713126, -40.99413540500202]","[-0.001663321516734218, 0.12215674471904432, 7.9327830915941755]",-30.312939697207092,-25.73630552820122
98_A3_16_8F_DB_94,965,"[0.19434999396340055, 3.482389004014551, -40.91791308611829]","[-0.0016175540855023196, 0.12299483996855455, 7.8610546073216385]",-30.06215618720028,-25.42711784341742
98_A3_16_8F_DB_94,975,"[0.1940393686459062, 3.5292622084976055, -40.794599758005404]","[-0.0015938467631673322, 0.12325642985366259, 7.79342373429613]",-29.81418585017547,-25.135121851358054
98_A3_16_8F_DB_94,985,"[0.19994410200375592, 3.5019309711235334, -40.523174185016806]","[-0.0016491035351499574, 0.1207623051462707, 7.715145517333034]",-29.57347206604345,-24.884167301038328
98_A3_16_8F_DB_94,995,"[0.19839464838634221, 3.5168911344368183, -40.284480140018964]","[-0.001655781997872016, 0.12117329850782922, 7.674674806986026]",-29.305628121492354,-24.611371720903506
58_E6_C5_00_FE_C8,705,"[0.15736592983411732, 3.8928382073149486, -36.243930416570564]","[-0.001503749445167866, 0.13838385876027018, 7.011475876059321]",-24.547880431825327,-19.742310458410287
58_E6_C5_00_FE_C8,715,"[0.17679717746222526, 3.8125151250266827, -36.82681589046794]","[-0.001623897219687182, 0.12955209419265143, 7.004518711774032]",-25.20578509296555,-20.35708095422643
58_E6_C5_00_FE_C8,725,"[0.20226424606726567, 3.7002332874183486, -37.38160490179009]","[-0.0017756498972906825, 0.11876358929840823, 6.968402918108272]",-25.877875295531886,-20.97951254776188
58_E6_C5_00_FE_C8,735,"[0.22273704649868503, 3.6069417551987852, -37.938283474895314]","[-0.0018663651220502493, 0.11099622250617254, 6.964137304030996]",-26.537054004458216,-21.60174191611106
58_E6_C5_00_FE_C8,745,"[0.2356666825221153, 3.5525602080090994, -38.53963723161916]","[-0.0018748472297716447, 0.10723199208338462, 7.004503243053007]",-27.19085577114103,-22.227758334940837
58_E6_C5_00_FE_C8,755,"[0.2623249843752395, 3.380244386206035, -38.92049352324208]","[-0.0020251040894851756, 0.09768414712745867, 6.98997611584765]",-27.842852345199447,-22.881505238153217
58_E6_C5_00_FE_C8,765,"[0.27618313378330267, 3.2891884955293813, -39.42356439636415]","[-0.002048934297367944, 0.09394426244889413, 7.038380789450554]",-28.490877905303538,-23.531890951761923
58_E6_C5_00_FE_C8,775,"[0.29808917203926655, 3.1070445112729144, -39.712214143184525]","[-0.0021694233597383105, 0.08672847666410623, 7.059890501033089]",-29.11213398752436,-24.19435421959501
58_E6_C5_00_FE_C8,785,"[0.32045216873226123, 2.9060477716679887, -39.994441403160245]","[-0.002283337626261337, 0.07979165026621986, 7.094418391510089]",-29.77467066971427,-24.91372232897016
58_E6_C5_00_FE_C8,795,"[0.3506309412977689, 2.6281343788795213, -40.11060872535918]","[-0.002463053023617628, 0.06996435544355112, 7.100179043939129]",-30.42212429936672,-25.64441100006909
58_E6_C5_00_FE_C8,805,"[0.37555847380604357, 2.382743280928378, -40.27321237772585]","[-0.002581649616170732, 0.06275849254950386, 7.133090140412326]",-31.066452409547978,-26.373023166641424
58_E6_C5_00_FE_C8,815,"[0.4058257697211289, 2.0788139369603824, -40.299513656823436]","[-0.0027361358533666623, 0.05392557673083797, 7.150172798674712]",-31.693843308761288,-27.108610891588302
58_E6_C5_00_FE_C8,825,"[0.4366466355719165, 1.7604145285500419, -40.284800307003486]","[-0.0028794942514046486, 0.045375347393274326, 7.169406447631857]",-32.31534561498808,-27.849029424559912
58_E6_C5_00_FE_C8,835,"[0.4681007773035275, 1.4059767670611203, -40.113326125721464]","[-0.0030523352473480407, 0.036037508185913565, 7.185198326525238]",-32.87303660765329,-28.557010754741455
58_E6_C5_00_FE_C8,845,"[0.4924765763036261, 1.0847838002929184, -39.899308014885435]","[-0.0032047471011693866, 0.028343791900027553, 7.22115362624202]",-33.35006437821066,-29.196133011256002
58_E6_C5_00_FE_C8,855,"[0.5000117659438599, 0.8784787954655565, -39.72987010808294]","[-0.0033240027447518335, 0.02377726470605612, 7.293338289301451]",-33.68405119754196,-29.685191806140345
58_E6_C5_00_FE_C8,865,"[0.4835659144193955, 0.8732738358254531, -39.76816993846581]","[-0.003360197913380185, 0.024814989986625794, 7.418693809816636]",-33.857052562349,-29.966484483706374
58_E6_C5_00_FE_C8,875,"[0.43599463901806396, 1.149826679856135, -40.15263270289321]","[-0.0032469824534682714, 0.03496451293240967, 7.626869528140175]",-33.84146199745284,-29.978119049754415
58_E6_C5_00_FE_C8,885,"[0.37189422897072705, 1.5997285151366112, -40.6829016099357]","[-0.0030130425753686105, 0.0521574865635017, 7.877633879986718]",-33.623456806741956,-29.721021907407394
58_E6_C5_00_FE_C8,895,"[0.30748072342608346, 2.107850633314422, -41.244578196081356]","[-0.0026638421781980046, 0.0739623084000478, 8.122671394017422]",-33.281491943392915,-29.28482538958138
58_E6_C5_00_FE_C8,905,"[0.26082846069212734, 2.514441632013615, -41.576387703560506]","[-0.0023398643182472962, 0.0924496464508595, 8.26933400851826]",-32.85435865826637,-28.751605852032903
58_E6_C5_00_FE_C8,915,"[0.23301635371127175, 2.795326565926649, -41.67970251333264]","[-0.00210995005868151, 0.10439376787956832, 8.301381914338725]",-32.40098405103635,-28.197232469110244
58_E6_C5_00_FE_C8,925,"[0.21549542242619246, 3.0071106237933822, -41.704554461054535]","[-0.001929192034743077, 0.11260571710674709, 8.277242129513446]",-31.980804516696953,-27.67926043993398
58_E6_C5_00_FE_C8,935,"[0.20678752668974762, 3.1523001942727844, -41.687365452730795]","[-0.00181224055485708, 0.11688996184551954, 8.213686204656852]",-31.634294528762837,-27.24498018712402
58_E6_C5_00_FE_C8,945,"[0.20537105635017025, 3.2349494825962974, -41.58954440244889]","[-0.0017585645392422767, 0.11796625932751752, 8.12236164834798]",-31.323042792690288,-26.86155096513395
58_E6_C5_00_FE_C8,955,"[0.20514885792719517, 3.303839864978475, -41.49341729111921]","[-0.0017170350361505552, 0.11847023653563252, 8.033774228652087]",-31.041986567606507,-26.51431917637623
58_E6_C5_00_FE_C8,965,"[0.20607396474094608, 3.3567334494227756, -41.37652963119216]","[-0.001690988719296241, 0.11842310559944406, 7.947544728531803]",-30.77507612166577,-26.189724761779665
58_E6_C5_00_FE_C8,975,"[0.20671654884200602, 3.401758554872527, -41.247247311314986]","[-0.0016717376784696396, 0.11838204716352599, 7.871437584737032]",-30.519151142352193,-25.885606079236187
58_E6_C5_00_FE_C8,985,"[0.21286771577600966, 3.373310698780473, -40.95353446658589]","[-0.0017296384213151255, 0.11579291495622479, 7.78789887505942]",-30.25736671654782,-25.61312990241127
58_E6_C5_00_FE_C8,995,"[0.21269136737678251, 3.38197569472429, -40.69783892028364]","[-0.0017480301320281022, 0.11559251474090207, 7.737116120790804]",-29.97949918355254,-25.327869949926257
58_E6_C5_01_08_CC,705,"[0.15234735588717901, 3.905165391183445, -35.92762787052311]","[-0.0014917678346495064, 0.1405039535371429, 6.990175547343868]",-24.234999145188738,-19.448826326340757
58_E6_C5_01_08_CC,715,"[0.1765618735295682, 3.803194987164943, -36.49593540312227]","[-0.0016592997049466685, 0.12931187571724315, 6.957023724380862]",-24.901869616666257,-20.0637833082452
58_E6_C5_01_08_CC,725,"[0.19086587489605594, 3.7624757414400936, -37.14491602638461]","[-0.0016975156218001289, 0.12369332971374039, 6.976409880567833]",-25.556221094086588,-20.668325878261637
58_E6_C5_01_08_CC,735,"[0.2097241001398967, 3.6846894574805735, -37.727539050829506]","[-0.0017794748846191048, 0.11628090113883227, 6.975595967732069]",-26.211195808771784,-21.28127357351476
58_E6_C5_01_08_CC,745,"[0.23307412819859422, 3.565421306744318, -38.239115612770036]","[-0.0018936062668129798, 0.10763294317010604, 6.963531482147693]",-26.874518241458297,-21.91507271592832
58_E6_C5_01_08_CC,755,"[0.2509176521112366, 3.4602696313281847, -38.73152286060479]","[-0.001963032846971426, 0.10164721066090028, 6.985644647385576]",-27.520825382002364,-22.552560149736006
58_E6_C5_01_08_CC,765,"[0.2715721672599583, 3.319330653738918, -39.139507800806975]","[-0.002059343443256008, 0.09480742887493554, 7.001869601592894]",-28.1590095206397,-23.19938882417027
58_E6_C5_01_08_CC,775,"[0.2902557379356675, 3.171691991567102, -39.51045064423809]","[-0.00214352961518665, 0.08895593615899527, 7.035519798479615]",-28.79274863672043,-23.860710011173964
58_E6_C5_01_08_CC,785,"[0.3119415573294183, 2.9810564953603325, -39.81624158220085]","[-0.0022562080434767743, 0.0820521115769774, 7.06949090338157]",-29.45575633365838,-24.57463533531535
58_E6_C5_01_08_CC,795,"[0.3405543972059349, 2.7251166775634807, -39.993746488301866]","[-0.0024185183508902315, 0.07286294968616103, 7.080590513127647]",-30.116525826616616,-25.306912669367343
58_E6_C5_01_08_CC,805,"[0.366889480556458, 2.4741379348635224, -40.15753721312018]","[-0.0025542052706290477, 0.06485196504913032, 7.104526954111774]",-30.766850307114225,-26.038170341434373
58_E6_C5_01_08_CC,815,"[0.396023687142078, 2.1889232836523282, -40.24542450899135]","[-0.0026939927893729083, 0.056544426001467966, 7.126301832775054]",-31.41345644688362,-26.781726726367904
58_E6_C5_01_08_CC,825,"[0.426092501712355, 1.8847762538001247, -40.285395722225324]","[-0.002827419858235223, 0.04834225833106965, 7.149359756578476]",-32.05656235460181,-27.53448830315812
58_E6_C5_01_08_CC,835,"[0.45960666958693, 1.5256066487699493, -40.15757396254863]","[-0.0029977170845794368, 0.03877418328834036, 7.162021065160149]",-32.65561256306857,-28.27554476646377
58_E6_C5_01_08_CC,845,"[0.48968563998578923, 1.1680056191644326, -39.94375380352125]","[-0.003162092859796265, 0.029980917924526857, 7.186053503159782]",-33.18960873517366,-28.971562133617454
