Tag MAC,Frequency,Power (dBm),Voltage (mV)
98_A3_16_8F_DB_94,915,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[6.256, 7.782, 9.842, 12.36, 15.793, 19.684, 24.796, 31.128, 38.911, 48.447, 61.723, 77.47800000000001, 96.437, 119.02, 145.495, 176.852, 213.855, 256.886, 306.477, 364.08, 430.457, 513.8095, 606.699, 715.419, 835.889, 975.738, 1130.388, 1304.6844999999998]"
98_A3_16_8F_DB_94,925,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[5.57, 7.095, 9.041, 11.292, 14.267, 17.929, 22.583, 28.229, 35.096, 43.641, 55.238, 69.047, 85.64099999999999, 105.783, 129.32, 157.015, 190.127, 228.046, 272.602, 324.331, 385.977, 461.662, 545.891, 645.075, 755.932, 883.383, 1029.145, 1190.814]"
98_A3_16_8F_DB_94,935,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[5.379, 6.638, 8.392, 10.529, 13.275, 16.632, 20.905, 26.131, 32.578, 40.436, 50.126, 62.638, 77.668, 95.903, 116.655, 142.443, 172.045, 205.921, 245.899, 292.706, 351.11, 420.081, 496.719, 585.794, 688.64, 805.905, 940.337, 1090.333]"
98_A3_16_8F_DB_94,945,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[4.959, 6.332, 7.935, 9.995, 12.589, 15.717, 19.684, 24.567, 30.594, 37.842, 45.777, 57.527, 71.26, 87.816, 107.576, 130.541, 157.397, 188.907, 225.5665, 267.75800000000004, 322.499, 385.595, 455.94, 537.499, 632.334, 740.139, 864.347, 1003.319]"
98_A3_16_8F_DB_94,955,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[4.807, 5.951, 7.477, 9.461, 11.902, 14.954, 18.616, 23.27, 28.916, 35.744, 42.649, 53.33, 66.148, 81.483, 99.489, 120.96600000000001, 145.953, 174.563, 208.591, 248.3025, 298.314, 355.1155, 421.607, 496.986, 584.649, 684.443, 798.009, 928.74]"
98_A3_16_8F_DB_94,965,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[4.501, 5.646, 7.095, 9.003, 11.292, 14.191, 17.7, 21.973, 27.466, 34.028, 39.75, 49.821, 61.494, 75.99, 92.699, 112.764, 136.263, 163.2335, 194.781, 231.632, 277.79, 330.587, 390.936, 462.425, 542.458, 634.012, 741.054, 861.677]"
98_A3_16_8F_DB_94,975,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[4.349, 5.417, 6.79, 8.545, 10.758, 13.428, 16.785, 20.981, 26.093, 32.311, 37.575, 46.845, 57.908, 71.336, 87.396, 105.898, 128.099, 153.658, 183.375, 217.7845, 260.319, 309.758, 366.293, 431.983, 508.125, 593.881, 694.133, 807.279]"
98_A3_16_8F_DB_94,985,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[4.044, 5.188, 6.485, 8.087, 10.147, 12.703, 15.946, 19.837, 24.605, 30.671, 35.63, 44.48, 55.314, 68.055, 83.162, 101.091, 122.072, 146.41, 174.716, 207.675, 244.602, 291.142, 345.617, 407.645, 478.218, 560.311, 653.773, 760.357]"
98_A3_16_8F_DB_94,995,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[3.815, 4.807, 6.027, 7.63, 9.499, 11.978, 14.954, 18.692, 23.232, 28.687, 34.028, 42.458, 52.491, 64.469, 79.423, 96.437, 116.503, 139.773, 166.8955, 198.138, 232.128, 276.341, 326.772, 384.451, 453.727, 530.404, 619.135, 720.264]"
B4_3A_45_8A_BC_30,705,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[1.526, 1.755, 2.1745, 2.747, 3.395, 4.273, 5.264, 6.561, 8.164, 10.071, 12.779499999999999, 15.983999999999998, 19.76, 24.414, 29.946, 36.622, 44.556, 53.712, 64.546, 77.134, 93.233, 110.399, 130.77, 153.124, 178.912, 207.294, 240.635, 277.256]"
B4_3A_45_8A_BC_30,715,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[1.602, 2.136, 2.518, 3.204, 3.967, 4.883, 6.104, 7.63, 9.384, 11.635, 14.496, 18.006, 22.3925, 27.543, 33.875, 41.199, 49.821, 60.159000000000006, 71.946, 85.679, 103.075, 121.233, 143.206, 167.773, 195.277, 226.139, 261.387, 300.298]"
B4_3A_45_8A_BC_30,725,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[1.907, 2.441, 2.976, 3.662, 4.578, 5.646, 7.095, 8.85, 10.91, 13.504, 16.403, 20.409, 25.254, 31.052, 37.995, 46.159, 55.848, 66.987, 79.881, 94.835, 112.993, 133.516, 156.214, 182.879, 211.795, 245.40300000000002, 282.902, 324.788]"
B4_3A_45_8A_BC_30,735,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[2.213, 2.747, 3.357, 4.273, 5.264, 6.561, 8.164, 10.147, 12.512, 15.564, 18.692, 22.965, 28.3435, 34.943, 42.573, 51.652, 62.218999999999994, 74.388, 88.655, 104.791, 123.751, 145.8, 170.062, 198.138, 229.572, 265.354, 305.104, 348.821]"
B4_3A_45_8A_BC_30,745,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[2.4795, 3.128, 3.891, 4.807, 6.104, 7.63, 9.461, 11.597, 14.42, 17.777, 21.019, 26.131, 32.044, 39.254000000000005, 47.7225, 57.755, 69.276, 82.856, 98.268, 115.74, 135.271, 158.42700000000002, 185.55, 215.61, 249.332, 287.48, 329.519, 376.44]"
B4_3A_45_8A_BC_30,755,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[2.899, 3.548, 4.425, 5.57, 6.943, 8.621, 10.7195, 13.275, 16.403, 20.256, 23.728, 29.297, 36.164, 44.099, 53.559, 64.393, 77.287, 92.088, 108.797, 127.642, 148.852, 173.953, 203.174, 234.913, 271.687, 311.894, 356.832, 407.797]"
B4_3A_45_8A_BC_30,765,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[3.204, 4.044, 5.035, 6.256, 7.858, 9.766, 12.169, 15.03, 18.616, 22.965, 26.78, 33.112, 40.78, 49.439, 60.006, 72.023, 86.366, 102.235, 120.394, 140.993, 164.187, 191.92000000000002, 222.934, 257.9155, 296.788, 339.513, 388.495, 443.046]"
B4_3A_45_8A_BC_30,775,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[3.662, 4.578, 5.646, 7.095, 8.85, 11.063, 13.657, 17.052, 20.981, 25.94, 30.442, 37.461, 46.082, 55.772, 67.445, 81.102, 96.513, 114.061, 133.86, 156.329, 182.574, 212.177, 245.823, 283.742, 325.856, 372.625, 424.849, 482.948]"
B4_3A_45_8A_BC_30,785,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[4.196, 5.188, 6.409, 8.011, 10.071, 12.512, 15.64, 19.303, 23.842, 29.297, 34.638, 42.878, 52.528999999999996, 63.63, 76.6, 91.783, 108.873, 128.099, 149.767, 174.563, 203.784, 236.1715, 272.831, 314.031, 359.579, 410.468, 466.85, 530.404]"
B4_3A_45_8A_BC_30,795,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[4.73, 5.875, 7.324, 9.155, 11.368, 14.267, 17.738500000000002, 22.011, 27.008, 33.265, 40.055, 49.21, 60.121, 72.786, 87.434, 104.143, 122.988, 144.3885, 168.4215, 195.315, 227.893, 264.134, 303.197, 348.211, 397.879, 452.964, 514.992, 583.047]"
B4_3A_45_8A_BC_30,805,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[5.3025, 6.638, 8.316, 10.376, 12.97, 16.175, 20.142, 24.9105, 30.747, 37.69, 45.93, 56.611, 68.742, 83.085, 99.565, 118.105, 139.162, 162.89, 189.25, 218.967, 254.978, 293.736, 337.453, 386.511, 440.528, 500.42, 567.8265, 641.642]"
B4_3A_45_8A_BC_30,815,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[6.027, 7.553, 9.461, 11.826, 14.725, 18.311, 22.889, 28.42, 35.019, 42.954, 52.72, 64.775, 78.4695, 94.911, 113.375, 133.974, 157.244, 183.719, 212.94, 245.747, 284.199, 327.916, 375.601, 429.16, 488.136, 553.368, 625.62, 706.645]"
B4_3A_45_8A_BC_30,825,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[6.714, 8.469, 10.605, 13.275, 16.709, 20.905, 26.093, 32.273, 39.902, 48.829, 60.655, 74.159, 90.333, 108.11, 129.168, 152.209, 178.454, 207.752, 240.177, 276.379, 318.1125, 365.911, 418.25, 475.7, 540.017, 612.268, 690.929, 778.096]"
B4_3A_45_8A_BC_30,835,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[7.63, 9.537, 11.978, 15.03, 18.921, 23.651, 29.374, 36.774, 45.472, 55.848, 69.2, 84.688, 103.075, 123.789, 147.021, 173.037, 202.182, 234.913, 270.924, 310.94100000000003, 356.146, 408.98, 466.468, 530.633, 601.129, 679.026, 766.003, 862.287]"
B4_3A_45_8A_BC_30,845,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[8.316, 10.529, 13.275, 16.785, 21.057, 26.474, 33.112, 41.352, 51.27, 63.325, 78.889, 96.818, 117.113, 140.11599999999999, 166.476, 195.85, 228.885, 265.049, 305.562, 350.118, 400.549, 458.61, 522.24, 592.889, 670.558, 754.711, 851.301, 956.817]"
B4_3A_45_8A_BC_30,855,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[8.965, 11.368, 14.42, 18.235, 23.041, 29.03, 36.622, 45.853, 57.107, 70.76400000000001, 87.739, 107.99600000000001, 130.846, 157.244, 186.19799999999998, 219.73, 256.352, 297.169, 341.955, 392.195, 447.929, 512.474, 583.276, 661.402, 748.798, 843.214, 948.4625, 1063.096]"
B4_3A_45_8A_BC_30,865,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[9.461, 11.978, 15.183, 19.226, 24.376, 30.9, 39.063, 49.287, 61.646, 76.677, 94.453, 116.197, 142.596, 171.511, 204.318, 241.245, 281.987, 327.649, 378.195, 433.738, 496.834, 569.009, 649.424, 736.706, 832.074, 938.43, 1055.085, 1184.634]"
B4_3A_45_8A_BC_30,875,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[9.537, 12.055, 15.335, 19.532, 24.72, 31.548000000000002, 39.75, 50.355, 63.478, 79.347, 97.581, 121.233, 149.195, 179.904, 216.869, 256.886, 302.281, 352.712, 408.408, 470.512, 540.932, 621.271, 710.918, 808.042, 914.168, 1033.913, 1163.119, 1306.401]"
B4_3A_45_8A_BC_30,885,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[9.232, 11.597, 14.801, 18.769, 23.88, 30.289, 38.605, 48.6, 61.532, 77.287, 96.361, 120.546, 148.089, 181.277, 219.501, 262.608, 310.674, 365.1865, 426.184, 493.324, 569.543, 658.0070000000001, 756.733, 865.9110000000001, 984.97, 1115.129, 1257.534, 1414.969]"
B4_3A_45_8A_BC_30,895,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[8.621, 10.91, 13.886, 17.624, 22.278, 28.305, 35.859, 45.319, 57.145, 71.641, 90.639, 113.909, 141.146, 173.877, 211.452, 254.826, 304.6845, 360.418, 424.125, 495.537, 575.494, 667.201, 773.098, 890.669, 1019.379, 1162.165, 1314.26, 1486.687]"
B4_3A_45_8A_BC_30,905,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[7.935, 10.071, 12.741, 16.098, 20.371, 25.94, 32.578, 41.161, 51.766000000000005, 64.7365, 82.856, 104.257, 129.625, 159.724, 195.163, 236.744, 284.428, 339.017, 402.075, 473.182, 550.5075, 646.296, 754.94, 876.707, 1010.758, 1158.236, 1320.287, 1502.098]"
B4_3A_45_8A_BC_30,915,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[7.324, 9.232, 11.597, 14.649, 18.616, 23.346, 29.374, 37.079, 46.464, 58.213, 74.006, 93.309, 116.197, 143.473, 175.479, 213.092, 257.343, 308.232, 366.522, 433.738, 509.4605, 604.334, 708.591, 828.717, 960.25, 1110.628, 1275.044, 1457.771]"
B4_3A_45_8A_BC_30,925,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[6.714, 8.392, 10.758, 13.504, 16.938, 21.363, 26.856, 33.684, 42.115, 52.567, 66.644, 83.543, 103.761, 128.252, 157.015, 190.661, 230.793, 276.646, 330.205, 392.157, 464.065, 553.063, 651.217, 765.545, 892.042, 1035.782, 1197.91, 1376.135]"
B4_3A_45_8A_BC_30,935,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[6.332, 7.935, 10.071, 12.512, 15.869, 19.875, 24.949, 31.205, 38.911, 48.524, 60.426, 75.761, 94.148, 116.274, 141.451, 172.8465, 208.743, 250.095, 298.161, 354.772, 423.896, 505.913, 596.933, 701.839, 822.309, 958.114, 1112.497, 1283.131]"
B4_3A_45_8A_BC_30,945,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[5.951, 7.553, 9.461, 11.902, 14.954, 18.769, 23.499, 29.297, 36.507000000000005, 45.319, 55.009, 69.276, 85.985, 105.974, 129.778, 157.626, 189.975, 228.122, 272.297, 323.11, 388.037, 463.569, 547.494, 644.541, 756.39, 883.04, 1027.848, 1188.907]"
B4_3A_45_8A_BC_30,955,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[5.646, 7.172, 9.003, 11.215, 14.115, 17.777, 22.126, 27.695, 34.409, 42.649, 51.041, 63.859, 79.347, 97.734, 119.364, 145.075, 175.097, 209.277, 250.20999999999998, 297.475, 357.214, 425.193, 504.234, 593.957, 697.604, 815.366, 948.653, 1101.396]"
B4_3A_45_8A_BC_30,965,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[5.341, 6.79, 8.469, 10.681, 13.428, 16.785, 20.905, 26.093, 32.502, 40.284, 47.456, 59.358, 73.396, 90.639, 110.475, 134.356, 162.356, 194.324, 232.0515, 275.807, 330.739, 393.568, 465.171, 549.859, 644.541, 752.422, 878.309, 1019.4935]"
B4_3A_45_8A_BC_30,975,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[5.188, 6.409, 8.087, 10.071, 12.741, 15.793, 19.837, 24.72, 30.747, 38.148, 44.556, 55.619, 68.742, 84.688, 103.685, 125.505, 151.598, 181.888, 216.831, 257.649, 308.08, 366.674, 433.509, 510.872, 600.633, 701.457, 819.104, 951.5145]"
B4_3A_45_8A_BC_30,985,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[4.883, 6.104, 7.63, 9.537, 12.055, 14.954, 18.769, 23.423, 28.992, 36.164, 42.191, 52.567, 65.309, 80.415, 98.116, 119.249, 143.816, 172.503, 205.615, 244.297, 288.09, 342.832, 406.882, 479.629, 562.371, 658.503, 767.872, 892.424]"
B4_3A_45_8A_BC_30,995,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[4.578, 5.798, 7.248, 9.003, 11.292, 14.115, 17.7, 21.973, 27.314, 33.837, 40.131, 50.05, 61.875, 76.02799999999999, 93.538, 113.298, 136.721, 164.034, 195.544, 232.09, 272.221, 323.949, 383.001, 450.37, 531.243, 620.928, 724.269, 841.84]"
98_A3_16_8F_58_E8,705,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[1.373, 1.755, 2.2510000000000003, 2.747, 3.51, 4.349, 5.417, 6.752000000000001, 8.392, 10.376, 13.199, 16.48, 20.371, 25.254, 30.9, 37.842, 45.93, 55.39, 66.606, 79.5, 95.979, 113.603, 134.432, 157.321, 183.60399999999998, 212.634, 246.738, 284.08500000000004]"
98_A3_16_8F_58_E8,715,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[1.678, 2.0220000000000002, 2.518, 3.204, 4.044, 5.0735, 6.256, 7.782, 9.689, 11.978, 15.03, 18.692, 23.117, 28.458, 34.943, 42.5345, 51.385000000000005, 62.028, 74.159, 88.35, 105.974, 124.666, 146.9825, 172.198, 200.275, 231.937, 267.872, 307.65999999999997]"
98_A3_16_8F_58_E8,725,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[1.907, 2.365, 2.976, 3.738, 4.73, 5.875, 7.324, 9.079, 11.215, 13.886, 17.014, 20.981, 26.017, 31.968, 39.139, 47.608, 57.527, 68.971, 82.246, 97.658, 116.197, 137.102, 160.22, 187.61, 217.06, 251.469, 289.693, 332.6085]"
98_A3_16_8F_58_E8,735,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[2.213, 2.747, 3.4715, 4.349, 5.455, 6.714, 8.392, 10.452, 12.97, 16.06, 19.226, 23.651, 29.221, 36.011, 43.87, 53.254, 64.088, 76.6385, 91.249, 107.614, 126.993, 149.538, 174.3725, 203.021, 235.218, 271.763, 312.428, 356.909]"
98_A3_16_8F_58_E8,745,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[2.594, 3.204, 3.9290000000000003, 4.959, 6.256, 7.782, 9.651, 11.902, 14.878, 18.425, 21.592, 26.856, 33.112, 40.436, 49.134, 59.434, 71.26, 85.222, 101.015, 118.791, 138.705, 162.31799999999998, 190.127, 220.798, 255.207, 294.194, 337.072, 384.985]"
98_A3_16_8F_58_E8,755,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[2.899, 3.586, 4.501, 5.722, 7.095, 8.8885, 10.986, 13.733, 16.938, 20.829, 24.414, 30.213, 37.156, 45.396, 55.161, 66.3, 79.5, 94.606, 111.73400000000001, 130.999, 152.743, 178.225, 208.057, 240.558, 278.019, 319.295, 364.996, 417.029]"
98_A3_16_8F_58_E8,765,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[3.281, 4.044, 5.15, 6.409, 8.087, 9.995, 12.512, 15.526, 19.226, 23.651, 27.619, 34.104, 42.0005, 50.965, 61.760999999999996, 74.083, 88.808, 104.982, 123.598, 144.732, 168.231, 196.613, 228.275, 263.981, 303.731, 347.3335, 397.421, 453.117]"
98_A3_16_8F_58_E8,775,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[3.662, 4.654, 5.798, 7.324, 9.155, 11.368, 14.115, 17.548, 21.668, 26.627, 31.434, 38.605, 47.417500000000004, 57.45, 69.429, 83.429, 99.031, 117.037, 137.293, 160.22, 187.076, 217.288, 251.698, 290.455, 333.3715, 381.17, 434.501, 493.858]"
98_A3_16_8F_58_E8,785,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[4.196, 5.341, 6.638, 8.24, 10.376, 12.932, 16.098, 19.913, 24.567, 30.175, 35.706, 44.137, 54.17, 65.537, 78.889, 94.377, 111.849, 131.456, 153.62, 178.836, 208.667, 241.855, 279.164, 321.39300000000003, 367.895, 419.776, 477.455, 542.458]"
98_A3_16_8F_58_E8,795,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[4.807, 6.027, 7.477, 9.384, 11.749, 14.725, 18.235, 22.583, 27.848, 34.18, 41.352, 50.66, 61.952, 74.922, 89.876, 107.042, 126.192, 148.013, 172.58, 200.046, 233.234, 270.314, 310.254, 356.146, 406.958, 463.188, 526.589, 596.1320000000001]"
98_A3_16_8F_58_E8,805,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[5.417, 6.8285, 8.545, 10.681, 13.352, 16.632, 20.752, 25.673000000000002, 31.662, 38.834, 47.456, 58.366, 70.726, 85.451, 102.312, 121.309, 142.824, 167.01, 193.866, 224.231, 261.006, 300.603, 345.159, 395.209, 450.37, 511.635, 580.529, 655.909]"
98_A3_16_8F_58_E8,815,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[6.104, 7.706, 9.613, 12.131, 15.183, 18.921, 23.575, 29.221, 36.088, 44.251, 54.322, 66.758, 80.873, 97.581, 116.4645, 137.484, 161.212, 188.144, 217.975, 251.545, 290.761, 335.241, 383.993, 438.697, 498.8555, 565.652, 639.506, 722.4765]"
98_A3_16_8F_58_E8,825,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[6.981, 8.698, 10.986, 13.733, 17.281, 21.592, 26.932, 33.341, 41.123, 50.431, 62.562, 76.371, 93.08, 111.162, 132.677, 156.252, 182.956, 212.787, 245.975, 282.826, 325.322, 374.075, 427.634, 486.229, 551.995, 625.925, 706.378, 795.453]"
98_A3_16_8F_58_E8,835,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[7.782, 9.766, 12.36, 15.564, 19.532, 24.491, 30.442, 38.071, 46.998, 57.603, 71.489, 87.282, 106.05, 127.184, 151.026, 177.462, 207.141, 240.635, 277.21799999999996, 318.074, 364.157, 417.945, 476.692, 542.2675, 614.328, 693.866, 783.0550000000001, 881.437]"
98_A3_16_8F_58_E8,845,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[8.621, 10.91, 13.733, 17.433500000000002, 21.782, 27.543, 34.409, 42.802, 53.063, 65.309, 81.331, 99.641, 120.394, 143.893, 170.672, 200.656, 234.302, 271.153, 312.428, 357.7095, 409.171, 468.452, 533.455, 605.669, 685.13, 771.229, 870.069, 977.874]"
98_A3_16_8F_58_E8,855,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8]","[9.308, 11.826, 14.954, 18.921, 23.957, 30.0985, 37.919, 47.532, 59.052, 73.014, 90.41, 111.0475, 134.203, 161.059, 190.509, 224.689, 261.88300000000004, 303.426, 349.05, 400.168, 457.16, 523.003, 595.254, 675.135, 764.553, 861.219, 968.872, 1086.099]"
