Tag MAC,Frequency,Power (dBm),Voltage (mV)
B4_3A_45_8A_BC_30,745,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[2.518, 3.204, 3.967, 4.959, 6.104, 7.63, 9.537, 11.749, 14.649, 18.006, 21.21, 26.169, 32.197, 39.445, 48.066, 57.984, 69.543, 82.971, 98.344, 115.892, 135.195, 158.999]"
B4_3A_45_8A_BC_30,755,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[2.899, 3.662, 4.501, 5.646, 7.019, 8.774, 10.834, 13.504, 16.632, 20.523, 23.995, 29.526, 36.316, 44.48, 53.864, 64.927, 77.592, 92.241, 108.949, 127.794, 148.852, 174.563]"
B4_3A_45_8A_BC_30,765,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[3.357, 4.12, 5.188, 6.485, 8.011, 9.995, 12.436, 15.335, 18.997, 23.346, 27.161, 33.417, 40.894, 50.05, 60.426, 72.633, 86.595, 102.541, 120.699, 141.299, 164.263, 192.07299999999998]"
B4_3A_45_8A_BC_30,775,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[3.738, 4.654, 5.875, 7.324, 9.155, 11.292, 14.115, 17.433500000000002, 21.439, 26.398, 30.823, 37.919, 46.349000000000004, 56.535, 68.208, 81.712, 97.047, 114.214, 134.051, 156.748, 182.04, 212.329]"
B4_3A_45_8A_BC_30,785,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[4.273, 5.341, 6.714, 8.392, 10.376, 12.97, 16.098, 19.837, 24.491, 30.06, 35.554, 43.717, 53.254, 64.622, 77.47800000000001, 92.6605, 109.483, 128.71, 150.607, 175.174, 204.166, 236.439]"
B4_3A_45_8A_BC_30,795,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[4.883, 6.104, 7.668, 9.537, 11.94, 14.801, 18.387, 22.736, 27.962, 34.257, 41.084999999999994, 50.355, 61.418, 73.93, 88.35, 105.287, 124.132, 145.037, 169.299, 196.155, 228.504, 263.905]"
B4_3A_45_8A_BC_30,805,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[5.6080000000000005, 7.019, 8.698, 10.986, 13.581, 16.938, 21.057, 25.94, 31.891, 39.063, 47.494, 58.061, 70.497, 84.84, 101.167, 119.707, 140.612, 164.263, 190.509, 220.035, 255.0165, 294.652]"
B4_3A_45_8A_BC_30,815,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[6.409, 8.011, 9.918, 12.589, 15.564, 19.455, 24.186, 29.831, 36.698, 44.785, 54.818, 67.1015, 81.254, 97.429, 115.587, 136.034, 159.838, 185.626, 214.885, 247.3105, 285.8395, 329.442]"
B4_3A_45_8A_BC_30,825,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[7.401, 9.232, 11.597, 14.42, 18.006, 22.507, 27.924, 34.409, 42.267, 51.652, 63.63, 77.44, 93.462, 111.696, 132.372, 155.566, 181.735, 210.651, 242.771, 278.859, 320.592, 367.285]"
B4_3A_45_8A_BC_30,835,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[8.392, 10.529, 13.237, 16.632, 20.752, 25.788, 32.197, 39.7115, 48.829, 59.586, 73.472, 89.57, 107.38550000000001, 128.252, 151.675, 177.615, 206.378, 239.109, 275.12, 315.137, 359.96, 412.757]"
B4_3A_45_8A_BC_30,845,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[9.537, 11.902, 15.03, 18.921, 23.728, 29.603, 36.888999999999996, 45.624, 56.153, 68.513, 84.764, 102.617, 123.674, 146.487, 173.342, 202.335, 235.065, 271.611, 311.666, 356.222, 404.822, 463.1495]"
B4_3A_45_8A_BC_30,855,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[10.452, 13.199, 16.785, 21.057, 26.551, 33.188, 41.581, 51.575, 63.554, 78.05, 95.14, 115.892, 139.62, 165.484, 195.621, 228.313, 265.049, 306.02, 350.881, 401.16, 456.474, 521.3625]"
B4_3A_45_8A_BC_30,865,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[11.139, 14.0765, 17.929, 22.736, 28.687, 36.164, 45.205, 56.458, 69.963, 85.985, 104.41, 127.451, 153.048, 182.956, 216.18200000000002, 253.452, 294.499, 339.361, 390.631, 446.403, 509.422, 582.055]"
B4_3A_45_8A_BC_30,875,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[11.368, 14.42, 18.311, 23.117, 29.221, 37.232, 46.693, 58.595, 72.938, 90.257, 109.255, 134.203, 162.585, 195.315, 232.013, 272.602, 317.693, 368.658, 425.307, 486.839, 558.785, 639.887]"
B4_3A_45_8A_BC_30,885,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[10.986, 13.962, 17.7, 22.354, 28.305, 35.935, 45.319, 57.069, 71.26, 88.502, 108.949, 134.661, 164.263, 198.138, 237.125, 281.33799999999997, 330.053, 385.519, 446.937, 515.145, 593.347, 682.918]"
B4_3A_45_8A_BC_30,895,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[10.224, 12.97, 16.48, 20.714, 26.398, 33.265, 41.962, 52.873, 65.843, 82.322, 102.77, 127.642, 156.863, 190.585, 229.877, 275.12, 326.162, 384.146, 448.997, 521.553, 601.511, 699.893]"
B4_3A_45_8A_BC_30,905,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[9.461, 11.826, 14.954, 18.845, 23.728, 30.06, 37.919, 47.56999999999999, 59.205, 73.93, 93.004, 116.007, 143.13, 175.021, 212.482, 255.512, 305.257, 362.554, 426.83299999999997, 500.191, 580.377, 679.0645]"
B4_3A_45_8A_BC_30,915,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[8.469, 10.681, 13.504, 17.014, 21.439, 27.008, 33.799, 42.344, 52.72, 65.423, 83.009, 102.846, 127.718, 156.176, 190.28, 229.877, 275.654, 328.832, 389.563, 459.449, 536.965, 633.249]"
B4_3A_45_8A_BC_30,925,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[7.782, 9.7275, 12.207, 15.412, 19.455, 24.414, 30.442, 37.995, 47.227, 58.442, 73.701, 91.936, 113.909, 139.239, 169.604, 205.234, 246.204, 293.355, 349.813, 413.672, 488.441, 578.393]"
B4_3A_45_8A_BC_30,935,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[7.095, 9.003, 11.368, 14.267, 17.929, 22.431, 28.077, 34.943, 43.336, 53.635, 66.072, 82.74199999999999, 102.541, 125.429, 152.32299999999998, 184.51999999999998, 221.485, 264.8585, 315.023, 373.159, 444.572, 527.276]"
B4_3A_45_8A_BC_30,945,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[6.714, 8.430499999999999, 10.643, 13.275, 16.709, 20.905, 26.093, 32.502, 40.208, 49.744, 60.655, 75.151, 92.851, 113.68, 138.552, 167.086, 201.19, 240.177, 285.878, 338.521, 405.661, 481.651]"
B4_3A_45_8A_BC_30,955,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[6.332, 7.935, 9.995, 12.512, 15.64, 19.646, 24.567, 30.518, 37.69, 46.693, 55.619, 68.894, 85.145, 104.372, 126.955, 153.201, 183.795, 220.07299999999998, 261.845, 310.14, 372.091, 441.978]"
B4_3A_45_8A_BC_30,965,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[5.951, 7.477, 9.461, 11.826, 14.801, 18.616, 23.041, 28.8015, 35.554, 43.946, 51.423, 63.783, 78.889, 96.513, 117.38, 141.833, 170.291, 202.792, 242.008, 286.488, 342.031, 408.103]"
B4_3A_45_8A_BC_30,975,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[5.646, 7.095, 9.003, 11.215, 14.0, 17.472, 21.82, 27.161, 33.57, 41.352, 47.913, 59.434, 73.243, 89.876, 109.483, 132.067, 158.465, 189.746, 225.681, 267.185, 318.151, 377.737]"
B4_3A_45_8A_BC_30,985,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[5.341, 6.714, 8.469, 10.567, 13.199, 16.556, 20.523, 25.559, 31.586, 38.987, 45.396, 56.382, 69.429, 85.145, 103.418, 125.2, 150.149, 179.522, 213.512, 252.842, 297.932, 353.857]"
B4_3A_45_8A_BC_30,995,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[5.035, 6.332, 7.935, 9.918, 12.436, 15.488, 19.303, 23.957, 29.603, 36.507000000000005, 43.03, 53.559, 65.995, 80.644, 98.039, 118.715, 142.481, 170.443, 202.487, 240.177, 280.995, 333.715]"
98_A3_16_8F_58_E8,705,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[1.4115, 1.831, 2.2510000000000003, 2.823, 3.51, 4.425, 5.493, 6.867, 8.469, 10.529, 13.275, 16.556, 20.523, 25.254, 31.052, 37.919, 46.082, 55.543, 66.529, 79.5, 95.903, 113.87049999999999]"
98_A3_16_8F_58_E8,715,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[1.678, 2.06, 2.594, 3.281, 4.082, 5.112, 6.409, 7.935, 9.842, 12.131, 15.03, 18.845, 23.27, 28.611, 35.096, 42.649, 51.728, 62.028, 74.159, 88.273, 105.974, 124.895]"
98_A3_16_8F_58_E8,725,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[1.984, 2.403, 3.052, 3.815, 4.73, 5.951, 7.401, 9.232, 11.444, 14.115, 17.166, 21.3245, 26.246, 32.273, 39.368, 47.837, 57.755, 69.123, 82.475, 97.658, 116.121, 136.492]"
98_A3_16_8F_58_E8,735,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[2.289, 2.823, 3.51, 4.425, 5.493, 6.867, 8.545, 10.605, 13.199, 16.327, 19.303, 24.033, 29.679, 36.393, 44.251, 53.483, 64.24, 76.829, 91.249, 107.652, 126.955, 148.928]"
98_A3_16_8F_58_E8,745,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[2.594, 3.204, 4.044, 5.112, 6.332, 7.935, 9.842, 12.284, 15.106, 18.7305, 21.973, 27.161, 33.341, 40.742, 49.706, 59.815, 71.717, 85.374, 101.091, 118.868, 138.628, 162.814]"
98_A3_16_8F_58_E8,755,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[2.976, 3.738, 4.654, 5.798, 7.324, 9.117, 11.215, 14.0, 17.319, 21.286, 24.872, 30.594, 37.613, 46.006, 55.657, 66.911, 80.034, 94.911, 111.925, 131.228, 152.667, 178.759]"
98_A3_16_8F_58_E8,765,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[3.433, 4.196, 5.341, 6.638, 8.392, 10.376, 12.894, 16.022, 19.684, 24.262, 28.229, 34.638, 42.42, 51.804, 62.409, 74.922, 89.189, 105.44, 123.98, 144.961, 168.383, 196.689]"
98_A3_16_8F_58_E8,775,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[3.891, 4.807, 6.104, 7.63, 9.537, 11.826, 14.649, 18.158, 22.354, 27.466, 32.081999999999994, 39.292, 48.066, 58.442, 70.42, 84.306, 99.87, 117.342, 137.56, 160.754, 186.5035, 217.365]"
98_A3_16_8F_58_E8,785,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[4.425, 5.57, 6.981, 8.698, 10.834, 13.581, 16.709, 20.714, 25.483, 31.281, 37.003, 45.396, 55.238, 66.911, 80.11, 95.521, 112.764, 132.372, 154.65, 179.599, 209.23899999999998, 242.199]"
98_A3_16_8F_58_E8,795,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[5.035, 6.332, 8.011, 9.918, 12.474, 15.488, 19.226, 23.728, 29.145, 35.63, 42.878, 52.415, 63.706, 76.524, 91.249, 108.568, 127.794, 149.081, 173.8, 201.266, 234.15, 270.237]"
98_A3_16_8F_58_E8,805,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[5.875, 7.324, 9.155, 11.482500000000002, 14.267, 17.853, 22.049, 27.161, 33.341, 40.742, 49.554, 60.349, 73.167, 87.968, 104.524, 123.445, 144.732, 168.765, 195.621, 225.681, 261.311, 301.823]"
98_A3_16_8F_58_E8,815,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[6.714, 8.469, 10.529, 13.237, 16.48, 20.523, 25.406, 31.357, 38.453, 46.845, 57.221, 69.886, 84.459, 100.938, 119.478, 140.307, 164.492, 190.814, 220.645, 253.7195, 292.897, 337.453]"
98_A3_16_8F_58_E8,825,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[7.782, 9.766, 12.207, 15.297, 19.15, 23.728, 29.45, 36.24, 44.404, 54.17, 66.529, 80.72, 97.2, 115.74, 136.873, 160.449, 187.076, 216.602, 249.409, 286.107, 328.603, 376.211]"
98_A3_16_8F_58_E8,835,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[8.927, 11.215, 14.115, 17.7, 22.126, 27.466, 34.18, 42.039, 51.499, 62.638, 76.905, 93.462, 111.658, 133.0205, 156.939, 183.261, 212.596, 245.975, 282.673, 323.415, 369.039, 422.98]"
98_A3_16_8F_58_E8,845,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[10.147, 12.818, 16.175, 20.218, 25.406, 31.662, 39.292, 48.447, 59.434, 72.175, 88.884, 107.195, 128.71, 151.904, 179.217, 208.743, 242.161, 279.393, 320.287, 365.606, 415.198, 474.784]"
98_A3_16_8F_58_E8,855,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[11.292, 14.267, 18.082, 22.66, 28.534, 35.63, 44.48, 54.932, 67.445, 82.399, 99.87, 121.08, 145.342, 171.664, 202.335, 235.676, 273.06, 314.717, 360.418, 411.688, 468.26099999999997, 534.447]"
98_A3_16_8F_58_E8,865,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[12.055, 15.259, 19.379, 24.491, 30.9, 38.79600000000001, 48.447, 60.197, 74.311, 90.867, 109.56, 133.135, 159.152, 189.555, 223.316, 261.234, 303.044, 348.669, 400.931, 457.618, 522.24, 596.246]"
98_A3_16_8F_58_E8,875,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[12.284, 15.564, 19.684, 24.949, 31.51, 39.902, 49.897, 62.409, 77.363, 95.216, 114.443, 139.925, 168.765, 201.953, 239.261, 280.385, 326.085, 377.813, 435.492, 498.054, 571.565, 654.231]"
98_A3_16_8F_58_E8,885,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[11.826, 14.954, 18.921, 23.957, 30.213, 38.376, 48.219, 60.464, 75.227, 93.004, 113.68, 139.849, 169.986, 204.242, 243.763, 288.472, 337.758, 393.95, 456.13, 525.292, 604.639, 695.811]"
98_A3_16_8F_58_E8,895,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[10.834, 13.809, 17.548, 21.973, 28.0, 35.248, 44.404, 55.695, 69.2, 86.061, 106.813, 132.143, 161.7075, 195.773, 235.447, 280.995, 332.418, 390.898, 456.168, 529.45, 610.17, 709.773]"
98_A3_16_8F_58_E8,905,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[9.918, 12.512, 15.717, 19.837, 25.025, 31.586, 39.75, 49.744, 61.799, 76.905, 96.361, 119.631, 147.097, 179.179, 216.831, 260.014, 309.987, 367.437, 431.83, 505.531, 585.87, 685.13]"
98_A3_16_8F_58_E8,915,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[8.85, 11.139, 14.115, 17.853, 22.431, 28.229, 35.286500000000004, 44.099, 54.856, 67.826, 85.756, 105.783, 130.999, 159.533, 193.866, 233.539, 279.316, 332.494, 393.225, 463.035, 540.551, 636.683]"
98_A3_16_8F_58_E8,925,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[8.087, 10.147, 12.741, 16.098, 20.218, 25.33, 31.662, 39.445, 48.905, 60.349, 75.99, 94.453, 116.579, 142.061, 172.58, 208.286, 249.332, 296.483, 352.712, 416.419, 490.883, 580.606]"
98_A3_16_8F_58_E8,935,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[7.477, 9.384, 11.749, 14.801, 18.616, 23.27, 28.992, 36.164, 44.785, 55.238, 67.826, 84.84, 104.753, 127.871, 154.879, 187.11399999999998, 224.155, 267.491, 317.617, 375.601, 446.632, 529.0685]"
98_A3_16_8F_58_E8,945,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[6.904999999999999, 8.698, 10.986, 13.809, 17.243, 21.668, 27.008, 33.57, 41.428, 51.194, 62.181, 76.982, 94.835, 115.74, 140.764, 169.413, 203.632, 242.618, 288.319, 340.887, 407.874, 483.482]"
98_A3_16_8F_58_E8,955,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[6.485, 8.087, 10.3, 12.932, 16.175, 20.218, 25.33, 31.434, 38.758, 47.951499999999996, 56.992, 70.497, 86.938, 106.355, 129.015, 155.413, 186.007, 222.324, 264.134, 312.505, 374.304, 443.961]"
98_A3_16_8F_58_E8,965,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[6.104, 7.668, 9.689, 12.169, 15.259, 19.074, 23.728, 29.526, 36.469, 45.09, 52.644, 65.156, 80.415, 98.192, 119.249, 143.8545, 172.351, 205.043, 244.297, 288.853, 344.32, 410.163]"
98_A3_16_8F_58_E8,975,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[5.798, 7.248, 9.155, 11.521, 14.343, 17.9675, 22.354, 27.771, 34.409, 42.344, 49.058, 60.731, 74.769, 91.478, 111.162, 133.974, 160.449, 191.882, 227.893, 269.398, 320.211, 379.797]"
98_A3_16_8F_58_E8,985,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[5.417, 6.867, 8.698, 10.834, 13.581, 17.014, 21.057, 26.169, 32.349, 39.902, 46.464, 57.527, 70.726, 86.595, 105.02000000000001, 126.955, 151.98, 181.43, 215.534, 254.978, 300.069, 355.993]"
98_A3_16_8F_58_E8,995,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[5.112, 6.409, 8.087, 10.147, 12.665, 15.869, 19.722, 24.491, 30.289, 37.308, 43.946, 54.551, 67.14, 81.941, 99.489, 120.317, 144.198, 172.236, 204.318, 242.161, 282.826, 335.622]"
98_A3_16_8F_DB_94,705,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[1.45, 1.831, 2.327, 2.899, 3.586, 4.578, 5.646, 7.172, 8.85, 10.986, 13.886, 17.281, 21.515, 26.551, 32.616, 39.826, 48.295, 58.213, 69.734, 83.2, 100.252, 119.02]"
98_A3_16_8F_DB_94,715,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[1.755, 2.213, 2.747, 3.433, 4.273, 5.341, 6.714, 8.316, 10.3, 12.818, 15.869, 19.837, 24.643, 30.213, 37.079, 45.014, 54.551, 65.385, 78.202, 92.851, 111.315, 131.151]"
98_A3_16_8F_DB_94,725,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[1.984, 2.518, 3.128, 3.967, 4.959, 6.332, 7.8965, 9.766, 12.055, 14.954, 18.235, 22.66, 28.0, 34.333, 41.81, 50.813, 61.265, 73.32, 87.282, 103.304, 122.606, 143.969]"
98_A3_16_8F_DB_94,735,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[2.365, 2.976, 3.738, 4.654, 5.875, 7.324, 9.155, 11.368, 14.038, 17.395, 20.752, 25.788, 31.815, 38.911, 47.379, 57.221, 68.589, 82.0555, 97.276, 114.595, 134.966, 158.007]"
98_A3_16_8F_DB_94,745,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[2.747, 3.433, 4.349, 5.417, 6.8285, 8.545, 10.605, 13.199, 16.327, 20.142, 23.804, 29.297, 36.0495, 44.022, 53.635, 64.393, 77.134, 91.783, 108.492, 127.337, 148.241, 173.877]"
98_A3_16_8F_DB_94,755,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[3.1660000000000004, 3.967, 5.035, 6.256, 7.935, 9.842, 12.207, 15.221, 18.845, 23.194, 27.085, 33.341, 40.894, 50.05, 60.426, 72.633, 86.671, 102.617, 120.851, 141.375, 164.263, 192.035]"
98_A3_16_8F_DB_94,765,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[3.738, 4.616, 5.798, 7.248, 9.079, 11.292, 14.115, 17.548, 21.592, 26.589, 30.976, 38.071, 46.54, 56.84, 68.36, 81.941, 97.353, 114.824, 134.737, 157.321, 182.345, 212.482]"
98_A3_16_8F_DB_94,775,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[4.196, 5.264, 6.638, 8.316, 10.376, 12.97, 16.175, 19.989, 24.72, 30.289, 35.477, 43.488, 53.178, 64.546, 77.821, 92.851, 109.789, 128.786, 150.607, 175.555, 203.25, 236.515]"
98_A3_16_8F_DB_94,785,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[4.883, 6.104, 7.706, 9.613, 11.978, 14.992, 18.616, 23.041, 28.382, 34.867, 41.352, 50.66, 61.57, 74.54, 89.036, 105.974, 124.819, 146.181, 170.52, 197.452, 229.496, 265.049]"
98_A3_16_8F_DB_94,795,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[5.57, 7.019, 8.85, 11.063, 13.886, 17.319, 21.515, 26.551, 32.731, 39.979, 48.142, 58.824, 71.527, 85.832, 102.12100000000001, 121.233, 142.443, 165.866, 192.798, 222.782, 258.64, 297.627]"
98_A3_16_8F_DB_94,805,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[6.485, 8.164, 10.147, 12.818, 15.946, 19.913, 24.796, 30.518, 37.613, 46.006, 56.001, 68.284, 82.704, 99.184, 117.723, 138.743, 162.356, 188.907, 218.357, 251.469, 290.303, 334.478]"
98_A3_16_8F_DB_94,815,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[7.401, 9.308, 11.673, 14.725, 18.387, 23.041, 28.611, 35.401, 43.412, 53.101, 64.851, 79.271, 95.674, 114.29, 135.042, 158.389, 185.473, 214.618, 247.807, 284.123, 327.23, 375.906]"
98_A3_16_8F_DB_94,825,"[-35, -34, -33, -32, -31, -30, -29, -28, -27, -26, -25, -24, -23, -22, -21, -20, -19, -18, -17, -16, -15, -14]","[8.469, 10.681, 13.466000000000001, 16.8995, 21.21, 26.474, 32.959, 40.742, 50.126, 61.265, 75.303, 91.402, 109.941, 131.075, 155.032, 181.582, 211.414, 244.45, 280.842, 321.698, 368.658, 421.225]"
